year,tri_facility_id,facility_name,street_address,city,county,state,zip,latitude,longitude,industry_sector,naics_code,chemical,cas_number,carcinogen,unit_of_measure,fugitive_air_releases,stack_air_releases,water_releases,landfill_releases,onsite_release_total,offsite_release_total,total_releases,parent_company
2020,0581WPKNDS2884D,PIKE INDUSTRIES INC. - WATERFORD VT (P702 & C603),2884 DUCK POND RD,SAINT JOHNSBURY,CALEDONIA,VT,05819,44.375664,-71.952071,Petroleum,324121,Lead,7439-92-1,YES,Pounds,0,0,0,0,0,0,0,CRH AMERICAS INC
2020,05860RLNSDRAILR,ETHAN ALLEN OPERATIONS INC ORLEANS DIV,27 RAILROAD AVE,ORLEANS,ORLEANS,VT,05860,44.807792,-72.204520,Furniture,337122,Lead compounds,N420,NO,Pounds,0,2.908,0,0,2.908,0,2.908,ETHAN ALLEN OPERATIONS INC
2020,05902THNLLMAINS,ETHAN ALLEN OPERATIONS INC BEECHER FALLS DIV,1280 VT RT 253,BEECHER FALLS,ESSEX,VT,05902,45.010741,-71.506558,Furniture,337122,Lead compounds,N420,NO,Pounds,0,4.44,0,0,4.44,0,4.44,ETHAN ALLEN OPERATIONS INC
2021,05101WHTNYINDUS,WHITNEY BLAKE CO,20 INDUSTRIAL DR,BELLOWS FALLS,WINDHAM,VT,05101,43.164891,-72.453573,Electrical Equipment,335931,Lead  And Lead Compounds,N420,NO,Pounds,0,0.12,0,0,0.12,0,0.12,NA
2021,05201TNSTRWESTR,TANSITOR ELECTRONICS INC,2813 W RD,BENNINGTON,BENNINGTON,VT,05201,42.881093,-73.247022,Computers and Electronic Products,334416,Lead compounds,N420,NO,Pounds,0,0,0,0,0,0,0,VISHAY INTERTECHNOLOGY INC
2021,05301FLFLXPUTNE,GARWARE FULFLEX USA INC.,32 JUSTIN HOLDEN DR,BRATTLEBORO,WINDHAM,VT,05301,42.885623,-72.555569,Chemicals,325212,Lead compounds,N420,NO,Pounds,0,0.05,0,0,0.05,63,63.05,NA
2021,05465SRMYTETHAN,U.S. ARMY NATIONAL GUARD ETHAN ALLEN FIRING RANGE,ETHAN ALLEN FIRING RANGE,JERICHO,CHITTENDEN,VT,05465,44.480478,-72.967643,Other,928110,Lead,7439-92-1,YES,Pounds,0,0,0,0,6751,0,6751,US DEPARTMENT OF DEFENSE
2021,0547WPKNDS326CA,PIKE INDUSTRIES INC. - NEW HAVEN (C600 & P736),326 CAMPGROUND RD,NEW HAVEN,ADDISON,VT,05472,44.085888,-73.181918,Petroleum,324121,Lead,7439-92-1,YES,Pounds,0,0,0,0,0,0,0,CRH AMERICAS INC
2021,05485BSCSCMILLS,WESTROCK CONVERTING LLC,369 MILL ST,SHELDON SPRINGS,FRANKLIN,VT,05485,44.906475,-72.978457,Paper,322130,Lead  And Lead Compounds,N420,NO,Pounds,0,0.32,0.291,0,0.611,2.06,2.671,SMURFIT WESTROCK U.S. HOLDING CO
2021,05491HRCLSPANTO,SIMMONDS PRECISION PRODUCTS INC.,100 PANTON RD,VERGENNES,ADDISON,VT,05491,44.163130,-73.262670,Transportation Equipment,336413,Lead,7439-92-1,YES,Pounds,0,0.16,0,0,0.16,0.0359,0.1959,RAYTHEON TECHNOLOGIES CORP
2021,0549WPKNDS346AV,PIKE INDUSTRIES INC. - WILLISTON VT (P800),346 AVENUE A,WILLISTON,CHITTENDEN,VT,05495,44.462638,-73.132244,Petroleum,324121,Lead,7439-92-1,YES,Pounds,0,0,0,0,0,0,0,CRH AMERICAS INC
2021,05701GNRLL210CO,GE AEROSPACE PLANT 1,210 COLUMBIAN AVE,RUTLAND,RUTLAND,VT,05701,43.607180,-72.992093,Transportation Equipment,336412,Lead,7439-92-1,YES,Pounds,0,0,0,0,0,9,9,GENERAL ELECTRIC CO (GE CO)
2021,05759GNRLL16WIN,GE AEROSPACE PLANT 2,270 WINDCREST RD,NORTH CLARENDON,RUTLAND,VT,05759,43.577095,-72.961317,Transportation Equipment,336412,Lead,7439-92-1,YES,Pounds,0,0,0,0,0,16.9,16.9,GENERAL ELECTRIC CO (GE CO)
2021,0581WFRBNK2176P,FAIRBANKS SCALES INC,2176 PORTLAND ST,SAINT JOHNSBURY,CALEDONIA,VT,05819,44.427881,-71.977942,Machinery,333997,Lead,7439-92-1,YES,Pounds,0,0,0,0,0,0,0,FANCOR INC
2021,0581WPKNDS2884D,PIKE INDUSTRIES INC. - WATERFORD VT (P702 & C603),2884 DUCK POND RD,SAINT JOHNSBURY,CALEDONIA,VT,05819,44.375664,-71.952071,Petroleum,324121,Lead,7439-92-1,YES,Pounds,0,0,0,0,0,0,0,CRH AMERICAS INC
2021,05860RLNSDRAILR,ETHAN ALLEN OPERATIONS INC ORLEANS DIV,27 RAILROAD AVE,ORLEANS,ORLEANS,VT,05860,44.807792,-72.204520,Furniture,337122,Lead compounds,N420,NO,Pounds,0,3.578,0,0,3.578,0,3.578,ETHAN ALLEN OPERATIONS INC
2021,05902THNLLMAINS,ETHAN ALLEN OPERATIONS INC BEECHER FALLS DIV,1280 VT RT 253,BEECHER FALLS,ESSEX,VT,05902,45.010741,-71.506558,Furniture,337122,Lead compounds,N420,NO,Pounds,0,7.33,0,0,7.33,0,7.33,ETHAN ALLEN OPERATIONS INC
2022,05101WHTNYINDUS,WHITNEY BLAKE CO,20 INDUSTRIAL DR,BELLOWS FALLS,WINDHAM,VT,05101,43.164891,-72.453573,Electrical Equipment,335931,Lead compounds,N420,NO,Pounds,0,0.16,0,0,0.16,0,0.16,NA
2022,05201TNSTRWESTR,TANSITOR ELECTRONICS INC,2813 W RD,BENNINGTON,BENNINGTON,VT,05201,42.881093,-73.247022,Computers and Electronic Products,334416,Lead compounds,N420,NO,Pounds,0,0,0,0,0,0,0,VISHAY INTERTECHNOLOGY INC
2022,05301FLFLXPUTNE,GARWARE FULFLEX USA INC.,32 JUSTIN HOLDEN DR,BRATTLEBORO,WINDHAM,VT,05301,42.885623,-72.555569,Chemicals,325212,Lead  And Lead Compounds,N420,NO,Pounds,0,0.09,0,0,0.09,116,116.09,NA
2022,05465SRMYTETHAN,U.S. ARMY NATIONAL GUARD ETHAN ALLEN FIRING RANGE,ETHAN ALLEN FIRING RANGE,JERICHO,CHITTENDEN,VT,05465,44.480478,-72.967643,Other,928110,Lead,7439-92-1,YES,Pounds,0,0,0,0,9090,0,9090,US DEPARTMENT OF DEFENSE
2022,0547WPKNDS326CA,PIKE INDUSTRIES INC. - NEW HAVEN (C600 & P736),326 CAMPGROUND RD,NEW HAVEN,ADDISON,VT,05472,44.085888,-73.181918,Petroleum,324121,Lead,7439-92-1,YES,Pounds,0,0,0,0,0,0,0,CRH AMERICAS INC
2022,05485BSCSCMILLS,WESTROCK CONVERTING LLC,369 MILL ST,SHELDON SPRINGS,FRANKLIN,VT,05485,44.906475,-72.978457,Paper,322130,Lead  And Lead Compounds,N420,NO,Pounds,0,0.44,0.32,0,0.76,2.28,3.04,SMURFIT WESTROCK U.S. HOLDING CO
2022,05491HRCLSPANTO,SIMMONDS PRECISION PRODUCTS INC.,100 PANTON RD,VERGENNES,ADDISON,VT,05491,44.163130,-73.262670,Transportation Equipment,336413,Lead,7439-92-1,YES,Pounds,0,0.15,0,0,0.15,0.0094,0.1594,RAYTHEON TECHNOLOGIES CORP
2022,0549WPKNDS346AV,PIKE INDUSTRIES INC. - WILLISTON VT (P800),346 AVENUE A,WILLISTON,CHITTENDEN,VT,05495,44.462638,-73.132244,Petroleum,324121,Lead,7439-92-1,YES,Pounds,0,0,0,0,0,0,0,CRH AMERICAS INC
2022,05759GNRLL16WIN,GE AEROSPACE PLANT 2,270 WINDCREST RD,NORTH CLARENDON,RUTLAND,VT,05759,43.577095,-72.961317,Transportation Equipment,336412,Lead,7439-92-1,YES,Pounds,0,0,0,0,0,9.7,9.7,GENERAL ELECTRIC CO (GE CO)
2022,0581WFRBNK2176P,FAIRBANKS SCALES INC,2176 PORTLAND ST,SAINT JOHNSBURY,CALEDONIA,VT,05819,44.427881,-71.977942,Machinery,333998,Lead,7439-92-1,YES,Pounds,0,0,0,0,0,0,0,FANCOR INC
2022,0581WPKNDS2884D,PIKE INDUSTRIES INC. - WATERFORD VT (P702 & C603),2884 DUCK POND RD,SAINT JOHNSBURY,CALEDONIA,VT,05819,44.375664,-71.952071,Petroleum,324121,Lead,7439-92-1,YES,Pounds,0,0,0,0,0,0,0,CRH AMERICAS INC
2022,05860RLNSDRAILR,ETHAN ALLEN OPERATIONS INC ORLEANS DIV,27 RAILROAD AVE,ORLEANS,ORLEANS,VT,05860,44.807792,-72.204520,Furniture,337122,Lead compounds,N420,NO,Pounds,0,3.931,0,0,3.931,0,3.931,ETHAN ALLEN OPERATIONS INC
2022,05902THNLLMAINS,ETHAN ALLEN OPERATIONS INC BEECHER FALLS DIV,1280 VT RT 253,BEECHER FALLS,ESSEX,VT,05902,45.010741,-71.506558,Furniture,337122,Lead compounds,N420,NO,Pounds,7.494,0,0,0,7.494,0,7.494,ETHAN ALLEN OPERATIONS INC
2023,05101WHTNYINDUS,WHITNEY BLAKE CO,20 INDUSTRIAL DR,BELLOWS FALLS,WINDHAM,VT,05101,43.164891,-72.453573,Electrical Equipment,335931,Lead compounds,N420,NO,Pounds,0,0,0,0,0,0,0,NA
2023,05201TNSTRWESTR,TANSITOR ELECTRONICS INC,2813 W RD,BENNINGTON,BENNINGTON,VT,05201,42.881093,-73.247022,Computers and Electronic Products,334416,Lead compounds,N420,NO,Pounds,0,0,0,0,0,0,0,VISHAY INTERTECHNOLOGY INC
2023,05301FLFLXPUTNE,GARWARE FULFLEX USA INC.,32 JUSTIN HOLDEN DR,BRATTLEBORO,WINDHAM,VT,05301,42.885623,-72.555569,Chemicals,325212,Lead compounds,N420,NO,Pounds,0,0.087,0,0,0.087,113.1,113.187,NA
2023,05465SRMYTETHAN,U.S. ARMY NATIONAL GUARD ETHAN ALLEN FIRING RANGE,ETHAN ALLEN FIRING RANGE,JERICHO,CHITTENDEN,VT,05465,44.480478,-72.967643,Other,928110,Lead,7439-92-1,YES,Pounds,0,0,0,0,10614,0,10614,US DEPARTMENT OF DEFENSE
2023,0547WPKNDS326CA,PIKE INDUSTRIES INC. - NEW HAVEN (C600 & P736),326 CAMPGROUND RD,NEW HAVEN,ADDISON,VT,05472,44.085888,-73.181918,Petroleum,324121,Lead,7439-92-1,YES,Pounds,0,0,0,0,0,0,0,CRH AMERICAS INC
2023,05485BSCSCMILLS,WESTROCK CONVERTING LLC,369 MILL ST,SHELDON SPRINGS,FRANKLIN,VT,05485,44.906475,-72.978457,Paper,322130,Lead  And Lead Compounds,N420,NO,Pounds,0,0.342,0.277,0,0.619,5.1,5.719,SMURFIT WESTROCK U.S. HOLDING CO
2023,05491HRCLSPANTO,SIMMONDS PRECISION PRODUCTS INC.,100 PANTON RD,VERGENNES,ADDISON,VT,05491,44.163130,-73.262670,Transportation Equipment,336413,Lead,7439-92-1,YES,Pounds,0,0.16,0,0,0.16,0.026,0.186,RAYTHEON TECHNOLOGIES CORP
2023,0549WPKNDS346AV,PIKE INDUSTRIES INC. - WILLISTON VT (P800),346 AVENUE A,WILLISTON,CHITTENDEN,VT,05495,44.462638,-73.132244,Petroleum,324121,Lead,7439-92-1,YES,Pounds,0,0,0,0,0,0,0,CRH AMERICAS INC
2023,0581WFRBNK2176P,FAIRBANKS SCALES INC,2176 PORTLAND ST,SAINT JOHNSBURY,CALEDONIA,VT,05819,44.427881,-71.977942,Machinery,333998,Lead,7439-92-1,YES,Pounds,0,0,0,0,0,0,0,FANCOR INC
2023,0581WPKNDS2884D,PIKE INDUSTRIES INC. - WATERFORD VT (P702 & C603),2884 DUCK POND RD,SAINT JOHNSBURY,CALEDONIA,VT,05819,44.375664,-71.952071,Petroleum,324121,Lead,7439-92-1,YES,Pounds,0,0,0,0,0,0,0,CRH AMERICAS INC
2023,05860RLNSDRAILR,ETHAN ALLEN OPERATIONS INC ORLEANS DIV,27 RAILROAD AVE,ORLEANS,ORLEANS,VT,05860,44.807792,-72.204520,Furniture,337122,Lead compounds,N420,NO,Pounds,0,2.908,0,0,2.908,0,2.908,ETHAN ALLEN OPERATIONS INC
2023,05902THNLLMAINS,ETHAN ALLEN OPERATIONS INC BEECHER FALLS DIV,1280 VT RT 253,BEECHER FALLS,ESSEX,VT,05902,45.010741,-71.506558,Furniture,337122,Lead compounds,N420,NO,Pounds,0,3.22,0,0,3.22,0,3.22,ETHAN ALLEN OPERATIONS INC
2024,05101WHTNYINDUS,WHITNEY BLAKE CO,20 INDUSTRIAL DR,BELLOWS FALLS,WINDHAM,VT,05101,43.164891,-72.453573,Electrical Equipment,335931,Lead compounds,N420,NO,Pounds,0,0,0,0,0,0,0,NA
2024,05201TNSTRWESTR,TANSITOR ELECTRONICS INC,2813 W RD,BENNINGTON,BENNINGTON,VT,05201,42.881093,-73.247022,Computers and Electronic Products,334416,Lead  And Lead Compounds,N420,NO,Pounds,0,0,0,0,0,0,0,VISHAY INTERTECHNOLOGY INC
2024,05301FLFLXPUTNE,GARWARE FULFLEX USA INC.,32 JUSTIN HOLDEN DR,BRATTLEBORO,WINDHAM,VT,05301,42.885623,-72.555569,Chemicals,325212,Lead compounds,N420,NO,Pounds,0,2.017084,0,0,2.017084,877.3936,879.410684,NA
2024,05465SRMYTETHAN,U.S. ARMY NATIONAL GUARD ETHAN ALLEN FIRING RANGE,ETHAN ALLEN FIRING RANGE,JERICHO,CHITTENDEN,VT,05465,44.480478,-72.967643,Other,928110,Lead,7439-92-1,YES,Pounds,0,0,0,0,12466.9,0,12466.9,US DEPARTMENT OF DEFENSE
2024,0547WPKNDS326CA,PIKE INDUSTRIES INC. - NEW HAVEN (C600 & P736),326 CAMPGROUND RD,NEW HAVEN,ADDISON,VT,05472,44.085888,-73.181918,Petroleum,324121,Lead,7439-92-1,YES,Pounds,0,0,0,0,0,0,0,CRH AMERICAS INC
2024,05485BSCSCMILLS,WESTROCK CONVERTING LLC,369 MILL ST,SHELDON SPRINGS,FRANKLIN,VT,05485,44.906475,-72.978457,Paper,322130,Lead  And Lead Compounds,N420,NO,Pounds,0,0.32,0.28,0,0.6,8.74,9.34,SMURFIT WESTROCK U.S. HOLDING CO
2024,05491HRCLSPANTO,SIMMONDS PRECISION PRODUCTS INC.,100 PANTON RD,VERGENNES,ADDISON,VT,05491,44.163130,-73.262670,Transportation Equipment,336413,Lead,7439-92-1,YES,Pounds,0,0.15,0,0,0.15,0.0123,0.1623,RAYTHEON TECHNOLOGIES CORP
2024,0549WPKNDS346AV,PIKE INDUSTRIES INC. - WILLISTON VT (P800),346 AVENUE A,WILLISTON,CHITTENDEN,VT,05495,44.462638,-73.132244,Petroleum,324121,Lead,7439-92-1,YES,Pounds,0,0,0,0,0,0,0,CRH AMERICAS INC
2024,0564WPKNDS165GR,PIKE INDUSTRIES PLANT P-901 (BERLIN),165 GRANGER ROAD,BARRE,WASHINGTON,VT,056410542,44.210047,-72.565477,Petroleum,324121,Lead,7439-92-1,YES,Pounds,0,0,0,0,0,0,0,CRH AMERICAS INC
2024,0581WFRBNK2176P,FAIRBANKS SCALES INC,2176 PORTLAND ST,SAINT JOHNSBURY,CALEDONIA,VT,05819,44.427881,-71.977942,Machinery,333998,Lead,7439-92-1,YES,Pounds,0,0,0,0,0,0,0,FANCOR INC
2024,0581WPKNDS2884D,PIKE INDUSTRIES INC. - WATERFORD VT (P702 & C603),2884 DUCK POND RD,SAINT JOHNSBURY,CALEDONIA,VT,05819,44.375664,-71.952071,Petroleum,324121,Lead,7439-92-1,YES,Pounds,0,0,0,0,0,0,0,CRH AMERICAS INC
2024,05860RLNSDRAILR,ETHAN ALLEN OPERATIONS INC ORLEANS DIV,27 RAILROAD AVE,ORLEANS,ORLEANS,VT,05860,44.807792,-72.204520,Furniture,337122,Lead  And Lead Compounds,N420,NO,Pounds,0,3.05,0,0,3.05,0,3.05,ETHAN ALLEN OPERATIONS INC
2024,05902THNLLMAINS,ETHAN ALLEN OPERATIONS INC BEECHER FALLS DIV,1280 VT RT 253,BEECHER FALLS,ESSEX,VT,05902,45.010741,-71.506558,Furniture,337122,Lead  And Lead Compounds,N420,NO,Pounds,0,6.2,0,0,6.2,0,6.2,ETHAN ALLEN OPERATIONS INC
